,0
174,-8.3371
175,-8.3371
176,-8.3371
177,-8.3371
178,-8.3371
179,-8.3371
180,-8.3371
181,-8.3371
182,-7.857275122798749
183,-8.3371
184,-8.3371
185,-8.3371
186,-8.3371
187,-8.3371
188,-8.3371
189,-8.3371
190,-8.3371
191,-8.3371
192,-7.563448066511609
193,-8.3371
194,-8.3371
195,-8.3371
196,-8.3371
197,-8.3371
198,-8.3371
199,-8.3371
200,-8.3371
201,-8.3371
202,-8.3371
203,-8.3371
204,-8.3371
205,-8.3371
206,-8.3371
207,-8.3371
208,-8.3371
209,-8.3371
210,-8.3371
211,-8.3371
212,-8.3371
213,-8.3371
214,-8.3371
215,-8.3371
216,-8.3371
217,-8.3371
218,-8.3371
219,-8.3371
220,-8.82939504840507
221,-8.3371
222,-8.3371
223,-8.3371
224,-8.3371
225,-8.3371
226,-7.884413174439596
227,-8.812598599175603
228,-8.3371
229,-5.848025872666725
230,-8.3371
231,-8.3371
232,-8.3371
233,-8.3371
234,-8.3371
235,-8.3371
236,-8.3371
237,-8.3371
238,-8.3371
239,-8.3371
240,-8.3371
241,-11.42900879590806
242,-8.3371
243,-8.3371
244,-8.3371
245,-8.3371
246,-8.3371
247,-8.3371
248,-8.3371
249,-8.3371
250,-8.3371
251,-8.3371
252,-4.274273307688052
253,-8.3371
254,-8.3371
255,-8.3371
256,-8.3371
257,-8.3371
258,-8.3371
259,-8.3371
260,-8.3371
261,-8.3371
262,-8.3371
263,-8.3371
264,-8.3371
265,-8.3371
266,-8.3371
267,-8.3371
268,-8.3371
269,-8.3371
270,-8.3371
271,-8.3371
272,-8.3371
273,-8.3371
274,-8.3371
275,-8.3371
276,-8.3371
277,-8.3371
278,-8.3371
279,-8.3371
280,-8.3371
281,-8.3371
282,-8.3371
283,-8.3371
284,-8.3371
285,-8.3371
286,-8.3371
287,-8.3371
288,-8.3371
289,-8.3371
290,-8.3371
291,-8.3371
292,-8.3371
293,-8.3371
294,-8.3371
295,-8.3371
296,-8.3371
297,-8.3371
298,-8.3371
299,-8.3371
300,-8.3371
301,-8.3371
302,-8.3371
303,-8.3371
304,-8.3371
305,-8.3371
306,-8.3371
307,-8.3371
308,-8.3371
309,-8.3371
310,-8.3371
311,-8.3371
312,-8.3371
313,-8.3371
314,-8.3371
315,-8.3371
316,-8.3371
317,-8.3371
318,-8.3371
319,-8.3371
320,-8.3371
321,-8.3371
322,-8.3371
323,-8.3371
324,-8.3371
325,-8.3371
326,-8.3371
327,-8.3371
328,-8.3371
329,-8.3371
330,-8.3371
331,-8.3371
332,-8.3371
333,-8.3371
334,-8.3371
335,-8.3371
336,-8.3371
337,-8.3371
338,-8.3371
339,-8.3371
340,-8.3371
341,-8.3371
342,-8.3371
343,-8.3371
344,-8.3371
345,-8.3371
346,-8.3371
347,-8.3371
348,-8.3371
349,-8.3371
350,-9.640452724549885
351,-8.3371
352,-8.3371
353,-8.3371
354,-8.3371
355,-8.3371
356,-8.3371
357,-12.405383149719047
358,-8.3371
359,-8.3371
360,-8.3371
361,-8.3371
362,-8.3371
363,-8.3371
364,-8.3371
365,-8.3371
366,-8.3371
367,-8.3371
368,-8.3371
369,-8.3371
370,-9.961074524926488
371,-9.572995473891648
372,-8.3371
373,-8.3371
374,-8.3371
375,-8.3371
376,-8.3371
377,-8.3371
378,-8.3371
379,-8.3371
380,-9.77125880255644
381,-8.3371
382,-8.3371
383,-8.3371
384,-8.3371
385,-8.3371
386,-8.3371
387,-8.3371
388,-8.3371
389,-8.3371
390,-8.3371
391,-8.3371
392,-8.3371
393,-8.3371
394,-8.3371
395,-8.3371
396,-8.3371
397,-8.3371
398,-8.3371
399,-8.3371
400,-8.3371
401,-8.3371
402,-8.3371
403,-8.3371
404,-8.3371
405,-8.3371
406,-8.3371
407,-8.3371
408,-8.3371
409,-8.3371
410,-8.3371
411,-8.3371
412,-8.3371
413,-8.3371
414,-8.3371
415,-8.3371
416,-8.3371
417,-8.3371
418,-8.3371
419,-8.3371
420,-8.3371
421,-8.3371
422,-8.3371
423,-8.3371
424,-8.3371
425,-8.3371
426,-8.3371
427,-8.3371
428,-8.3371
429,-8.3371
430,-8.3371
431,-8.3371
432,-8.3371
433,-8.3371
434,-8.3371
435,-8.3371
436,-8.3371
437,-8.3371
