,0
drg_var0,1.002045024240516
drg_var1,1.0090920164947104
drg_var2,1.0037360212324267
drg_var3,1.003633565955191
drg_var4,1.0097604394607302
drg_var5,1.0001577266744839
drg_var6,1.0058698638097447
drg_var7,1.0027888486724728
drg_var8,1.003371479001963
drg_var9,1.003160373054364
drg_var10,1.0044654406981575
drg_var11,1.004447114693336
drg_var12,1.0064887806456186
drg_var13,1.00660025647462
drg_var14,1.006482067220773
drg_var15,1.0090940025561626
drg_var16,1.0021090457040587
drg_var17,1.006598585972581
drg_var18,1.006807772336159
drg_var19,1.0071330908918656
drg_var20,1.0041082895691182
drg_var21,1.0075544901365105
drg_var22,1.0037057791878616
drg_var23,1.006566250369031
drg_var24,1.0053811725124386
drg_var25,1.0069452597723105
drg_var26,1.0038125997571214
drg_var27,1.0045480618134206
drg_var28,1.008481568592789
drg_var29,1.0049360947730324
drg_var30,1.013946334230355
drg_var31,1.0075399340801292
drg_var32,1.0054053007386006
drg_var33,1.0060375851523522
drg_var34,1.0042800838371806
drg_var35,1.0087719335707939
drg_var36,1.0035450135334116
drg_var37,1.0071920472111568
drg_var38,1.0065838666709461
drg_var39,1.0042348174085993
drg_var40,1.0067381559838575
drg_var41,1.0036767112993201
drg_var42,1.0065351027280038
drg_var43,1.0011501828844018
drg_var44,1.0016976815665302
drg_var45,1.0059449936671336
drg_var46,1.0051076153052485
drg_var47,1.0080876493275468
drg_var48,1.003854546428492
drg_var49,1.006676067200773
drg_var50,1.0012051945726497
drg_var51,1.00627686668152
drg_var52,1.005638607297346
drg_var53,1.003791746793614
drg_var54,1.0059015796385673
drg_var55,1.0077203235029133
drg_var56,1.0027200533188
drg_var57,1.0020825961618438
drg_var58,1.0054957244647975
drg_var59,1.0105178177380498
drg_var60,1.0066580242756544
drg_var61,1.0125886526374717
drg_var62,1.0075494833572114
drg_var63,1.002744770897657
drg_var64,1.0008696185093058
drg_var65,1.002922497648518
drg_var66,1.0057036316035228
drg_var67,1.0015261078956992
drg_var68,1.0048036563735008
drg_var69,1.007400245426346
drg_var70,1.0082469572108652
drg_var71,1.0052640370731893
drg_var72,1.0039007875595627
drg_var73,1.000872963711787
drg_var74,1.0039947903791908
drg_var75,1.012149469000802
drg_var76,1.0059287524308629
drg_var77,1.0016463030427678
drg_var78,1.0047699634430598
drg_var79,1.0063430848649224
drg_var80,1.0067568617992122
drg_var81,1.0085101837606067
drg_var82,1.0040115746212461
drg_var83,1.005738432075427
drg_var84,1.0045729680405096
drg_var85,1.002618951455167
drg_var86,1.009284423520307
drg_var87,1.004333798611387
drg_var88,1.0068766747267361
drg_var89,1.0095922777470439
drg_var90,1.004964217919914
