,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004800127384977082,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954,-0.004800127384977082,-0.004803687874378954,-0.004803687874378954,-0.004803687874378954
1,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,-5.867140425857353e-06,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335,-5.867140425857353e-06,0.00033279843645297335,0.00033279843645297335,0.00033279843645297335
2,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0008362062932554377,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901,0.0008362062932554377,0.0010399844552731901,0.0010399844552731901,0.0010399844552731901
3,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.0005713198032978307,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678,-0.0005713198032978307,-0.000570355122813678,-0.000570355122813678,-0.000570355122813678
4,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.0002538664453551953,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015,0.0002538664453551953,0.00018425778183178015,0.00018425778183178015,0.00018425778183178015
5,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,-7.276880023429413e-05,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853,-7.276880023429413e-05,0.00011249472688751853,0.00011249472688751853,0.00011249472688751853
6,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007297087849205518,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467,0.0007297087849205518,0.0007999364380409467,0.0007999364380409467,0.0007999364380409467
7,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.001879962047399088,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003,0.001879962047399088,0.0020313446992088003,0.0020313446992088003,0.0020313446992088003
8,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.00046600509495981434,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791,0.00046600509495981434,0.0004660508582431791,0.0004660508582431791,0.0004660508582431791
9,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031452381101763796,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437,-0.00031452381101763796,-0.00031256137954437,-0.00031256137954437,-0.00031256137954437
