,id,v,drg0,drg,z_drg,z_drg0,sp_drg
0,2DGLCNRx,-2.0199999539727287e-07,,4.902048461362053,1.6826087664155014,,6.110582162674266e-10
1,2DGLCNRy,2.0199999539727287e-07,,-35.355679739425405,-2.328564796802117,,9.542987289605775e-11
2,2DGULRx,-2.0200000000000004e-07,,9.639986306403934,1.873950460046846,,3.984866202371421e-10
3,2DGULRy,4.039999953972729e-07,,-30.617743815043234,-1.944174252237366,,1.0459595949641418e-10
4,AACPS1,6.020303384048728e-07,,-0.10000000000025011,-0.006428393044439148,,4.168210121488606e-08
5,AACPS2,1.0000758575189997e-06,,-0.10000000000002274,-0.004922932163102684,,2.436750574836735e-08
6,AACPS3,0.06542994878976127,,-0.1000000000003638,-0.00675085539715057,,2.4033296050582126e-07
7,AACPS4,1.4001062005266002e-06,,-0.10000000000229647,-0.006201216648271857,,6.390954567465388e-08
8,AACPS5,1.0000758575189997e-05,,-0.09999999999968168,-0.006520452748835328,,3.125124366414888e-07
9,ABTA,4.0399977004963187e-07,,-0.09999999999955378,-2.3533133845128305,,0.6500071419960874
10,ABUTD,2.0199995276470872e-07,,-61.441845590945384,-0.32494637512754043,,4.357803135922014e-11
11,ACALDi,2.0199999539727287e-07,,-11.703839731471934,-0.8496075227619487,,3.0699695503180536e-10
12,ACCOACr,2.0199999539727287e-07,,-10.907096671045611,0.23601547008118187,,3.2506703290378094e-10
13,ACCOAL,-2.0199999539727287e-07,,18.774407881147667,0.7841443395733587,,1.83239216059875e-10
14,ACGK,4.306347473458842,,-0.09999999999999787,-2.9417783432085955,,0.7230008608836828
15,ACGS,4.3063474734588425,,-37.07147211148589,0.19436131406477664,,8.162763572155701e-11
16,ACHBS,0.18515169873291476,,-24.857471363697076,0.14114248051286943,,1.1306235359530858e-10
17,ACKr,-4.806946312293598,,10.479506864854303,-0.22540580417934825,,3.011445295638322e-10
18,ACLS,0.5568363547048714,,-33.38235212139588,0.13750952203013583,,8.476717426192813e-11
19,ACOATA,1.0895229566753772,,-0.19999999999345164,-0.006096772551442841,,8.502937797197211e-09
20,ACODA,1e-05,,-32.902696183941806,-0.48453184736282895,,1.0840561771718e-10
21,ACONT,0.7450349415532832,,-0.10000000000004583,-1.6965641240632343,,0.6762967582082628
22,ACS,1.8376478588744523e-07,,-7.602380399375636,0.6275294105908257,,4.122134598158914e-10
23,ADA,1e-05,,-39.45361895940127,-0.032033286324790994,,7.21157549125083e-11
24,ADCL,0.03354197440813674,,-97.7611094501227,1.3953980064014369,,2.4390245713975e-11
25,ADCS,0.03354197440813674,,-13.46098930515797,-0.07788731104517416,,2.3811030049474604e-10
26,ADD,1e-05,,-41.85158092067224,-0.12384194010043043,,6.742716364509892e-11
27,ADMDCr,0.004695876417139143,,-46.81626397047003,0.2832214164819007,,5.876597062446217e-11
28,ADNK1,2.0199999539727287e-07,,-21.26976017799109,-0.25989962644376075,,1.5436161270126645e-10
29,ADPT,0.004686080561189457,,-25.00499897926414,-0.21879339284385346,,1.3192091283348053e-10
30,ADSK,0.15634518027171873,,-30.478838751636573,-0.9067955482189358,,1.2623880740911269e-10
31,ADSL1r,0.20375408757144514,,-5.19263803465814,-0.22930310433435405,,8.484096378018577e-10
32,ADSL2r,0.3301261496802349,,-0.0999999999999659,-0.5517355423411769,,0.25721705262143674
33,AICART,0.39050170361488107,,-0.10000000000002096,-1.1401561351133143,,0.26571896556315017
34,AIRC2,0.3301261496802349,,-41.74701119274637,2.1028946306274716,,6.918157215912578e-11
35,AIRC3,-0.3301261496802349,,0.09999999999998721,3.3262582320032714,,0.710583248760663
36,ALAALAr,0.018515169873291475,,-31.7730655403016,0.021508598314212,,1.0210053826021161e-10
37,ALDD2x,1e-05,,-78.31715148837678,-1.7507710413219868,,3.729787484197243e-11
38,AMPN,2.0199999539727287e-07,,-38.11969718586078,0.19436532382593164,,7.498065638551636e-11
39,ANPRT,0.03622533236078767,,-61.93833482987112,0.19457596889055834,,4.640255036572677e-11
40,ANS,0.03622533236078767,,-110.36171127567836,1.4362760245712385,,2.143794920822923e-11
41,APRAUR,6.708394881627346e-06,,-41.782845496471694,-1.920431327873945,,7.318273712894326e-11
42,ARGSL,0.18850609817365277,,-4.989607446121019,0.36009420851069984,,4.279887930314801e-10
43,ARGSS,0.18850609817365277,,-20.614099566261544,-0.3721392312342001,,1.8181381020542103e-10
44,ASAD,-0.49682432908955076,,0.10000000000002984,0.6389267372185785,,0.15345595101015325
45,ASNN,2.0199999539727287e-07,,-33.86258809902489,0.2785135239493395,,8.030360611339653e-11
46,ASNS1,1e-05,,-70.73482480782353,-0.37762152470410826,,4.18277747642592e-11
47,ASNS2,0.15361244478926162,,-40.35310010148958,-0.296993158739159,,8.162277949934113e-11
48,ASP1DC,3.9579529801570956e-05,,-47.53237350284613,0.20848899680790856,,5.935580121876928e-11
49,ASPCT,0.5667874047676256,,-13.561154051987018,1.334519114510273,,1.7129832780108398e-10
50,ASPK,0.49682432908955076,,-0.09999999999999432,-2.6247332336584277,,1.0165027576142334
51,ASPO3,9.528643030532104e-08,,-80.40827915119401,-0.3198014029178727,,3.6495998216556434e-11
52,ASPO4,-0.18333129872925175,,34.19830760564292,0.32626105976370434,,8.358525601901168e-11
53,ASPO6,1e-05,,-74.35671367668354,0.01673128887443042,,3.8066304821925886e-11
54,ASPT,1e-05,,-10.193987650680171,-0.04640504106527604,,2.619767719522501e-10
55,AST,2.019999243429993e-07,,-54.20463832310256,-3.7394380274363455,,8.484991536536584e-11
56,ATPHYD,3.15,,-51.8304944268941,0.6038344228194921,,0.0
57,ATPPRT,0.060375553934646116,,-156.8009828822718,-2.4505030373218775e-05,,1.615622038898266e-11
58,BETALDHx,2.0199999539727287e-07,,-40.15773127689183,0.7103017919360227,,8.177300808741913e-11
59,BETALDHy,-2.0199999539727287e-07,,0.0999999999999801,4.7135254802933515,,1.087808652250195
60,BPNT,0.15634518027171873,,-23.067810698717253,0.6297613895499827,,1.240471199917548e-10
61,BSORx,-2.0199999539727287e-07,,0.10000000000001563,-0.00032377175247897,,7.236592124210021e-09
62,BSORy,2.0199999539727287e-07,,-40.15773250058078,-0.0005846915978709014,,9.057009427124813e-11
63,C120SN,0.028175258502834855,,-279.21885363151523,0.005075545622795608,,1.0688317492831406e-11
64,C140SN,0.00926945804743727,,-526.4832917256354,0.004985455775889365,,5.322734394915679e-13
65,C141SN,0.009086520867164242,,-251.77493262918142,0.005335481576928289,,6.111630673285772e-12
66,C160SN,2.0199999539727287e-07,,-611.8528017423059,0.005023212546864475,,1.7413402855238256e-12
67,C161SN,0.012721129214029937,,-542.0663433222253,0.005129553498486964,,2.7738644024723025e-13
68,C181SN,0.09086520867164241,,-632.2677437648154,0.005131779831349248,,2.1055491732625325e-12
69,CAT,1e-05,,-174.06091337307407,-0.24339222663774512,,1.4213193413178212e-11
70,CBMK,-2.0199999539727287e-07,,40.15017643149872,-0.37321277284103366,,6.40362599748624e-11
71,CBPS,0.7552937049412738,,-42.062046275455096,-0.0613099932732355,,7.868013718562957e-11
72,CDAPPAEC,2.0199999539727287e-07,,-65.65595342100453,0.014113424169434917,,4.1178637249186e-11
73,CHORM,0.20594772286595953,,-56.18365491278824,-0.8879073354811059,,5.849375397414919e-11
74,CHORS,0.275715029634884,,-66.64098848399628,-0.06324800134823164,,4.523645431440618e-11
75,CLPNSEC,0.004326914698649638,,-0.0999999999999801,0.02162368086058357,,5.407259193149369e-05
76,CMPN,1e-05,,-25.21864211938052,0.7522359029245351,,1.045742374468298e-10
77,CS,0.7450449415532834,,-42.169302278278835,-0.09913722834469596,,7.326267265440585e-11
78,CSND,1e-05,,-48.23603579374042,-0.03420222147665043,,5.885923310597707e-11
79,CTPS2,0.10159530050783343,,-41.39443031807308,-0.22662998016709923,,8.001863648652428e-11
80,CYSS,0.15634538227171413,,-62.38450683746913,-1.0083701695133203,,5.911340854102962e-11
81,cytd,1e-05,,-35.380321229212406,-0.0377538849497675,,8.057315167104678e-11
82,CYTDK2,2.0199999539727287e-07,,-24.104952431191958,-0.855505457802024,,1.4609729400477495e-10
83,DAAD,0.5988365402192614,,-1.4371578107039416,-0.08431230262314585,,1.4784130898757827e-09
84,DADA,8.058559408829691e-07,,-37.19210080177079,0.08357535493241175,,7.679466472403802e-11
85,DAGKEC,1e-05,,-67.6734225169543,0.09139728648939997,,4.070691095661641e-11
86,DAPDC,0.2186936731410515,,-43.4217779495516,0.12631782165696298,,6.505351079530313e-11
87,DASYNEC,0.10214551483134696,,-0.100000000000108,-0.012428396843135972,,7.44741213232196e-05
88,DB4PS,1.3416789763254692e-05,,-115.65772590673038,-0.42265074899922817,,2.355847973866987e-11
89,DCTPD,1e-05,,-50.141352626450725,0.12671426948897627,,5.534325318821484e-11
90,DCYTD,2.0199999539727287e-07,,-40.6489777845474,0.061985643703440646,,6.930209496138161e-11
91,DDPA,0.275715029634884,,-67.89117685100928,0.2629103996578228,,4.2196309909546685e-11
92,DGK1,-2.0199999539727287e-07,,3.12146194920047,-0.029898907443202154,,9.53996836174179e-10
93,DHAD1,0.5568363547048714,,-39.546444547366036,-0.3619876407763364,,7.973299220175226e-11
94,DHAD2,0.18515169873291476,,-39.39227575358735,-0.3410313073229298,,7.831443749581553e-11
95,DHAPT,0.11258699129835197,,-33.13855144343142,-0.10563750141055174,,9.175081298712953e-11
96,DHDPRy,0.23720884301434297,,-29.58260017010497,-1.0370265704927835,,8.938506501195744e-11
97,DHDPS,0.23720884301434297,,-119.28816916933613,-0.9228078665106157,,2.5964697003505796e-11
98,DHFR,0.05011170976575629,,-45.333811100951145,-2.5609665544689237,,6.86943701721784e-11
99,DHFS,0.03354197440813674,,-36.506768167834984,-0.14254610539797885,,9.109279400072305e-11
100,DHNPA2,0.03354197440813674,,-14.049106231101804,-0.02071088298665346,,2.2216645648141895e-10
101,DHORD2,1e-05,,-122.72258417337545,0.1942929583036949,,2.194457759115074e-11
102,DHORD5,0.5667774047676255,,-8.115994847591487,0.8129499740451096,,3.799983030141233e-10
103,DHORTS,-0.5667874047676256,,0.1000000000000032,1.3596203263926037,,0.3731409933021214
104,DHPPDA2,6.708394881627346e-06,,-3.1004188951514706,0.0004268701075521786,,0.11733820844599076
105,DHPS2,0.03354197440813674,,-45.3730861841418,1.3491114052824897,,5.1207085802853994e-11
106,DHQD,0.275715029634884,,-3.69847811593506,0.2155364232771299,,5.887327414417106e-10
107,DHQS,0.275715029634884,,-181.92323658172606,-1.01583778225806,,1.4336551024140386e-11
108,DKGLCNR1,2.0199999539727287e-07,,-42.85862777766624,-1.9990436467753079,,7.293443914343639e-11
109,DKGLCNR2x,-4.0399999079454574e-07,,0.09999999999997655,1.8719305193625084,,0.06312620944476621
110,DKGLCNR2y,2.0199999539727287e-07,,-40.15773225910376,-2.1290657265321506,,8.177300812109598e-11
111,DKMPPD,1e-05,,-545.8336537691874,0.8363567549436792,,1.26182738451221e-12
112,DKMPPD2,0.004685876417139143,,-257.05462319383366,1.0455088543154831,,7.54714641303369e-12
113,DNMPPA,0.03354197440813674,,-23.718767722935613,0.664026269404455,,1.197166277881281e-10
114,DNTPPA,0.03354197440813674,,-67.13662042585835,0.8537543809599382,,3.866569827550635e-11
115,DPR,3.9579529801570956e-05,,-33.91885346100774,-1.9766779056298913,,9.369591677442111e-11
116,DRPA,2.0200000960812758e-07,,-0.8984480798386505,-0.016517518757870633,,5.687689600163866e-09
117,DURIK1,6.059999861918186e-07,,-23.70856022586241,-0.3234950638579611,,1.3257653272766226e-10
118,DURIPP,-2.0199999539727287e-07,,1.75366370010539,-0.3463315430374002,,2.5802225701293256e-09
119,DUTPDP,2.0199999539727287e-07,,-58.49538550677478,1.0224887916673948,,4.409900714262779e-11
120,EDA,7.206521767613831,,-3.843282484287156,0.08013580065926554,,6.858612845322358e-10
121,EDD,7.206521767613831,,-44.462738753983444,-0.0785866636041217,,6.670681252634042e-11
122,EDTXS1,0.005635051700566971,,-181.80747752025763,0.0055070112914939835,,1.1442209403435543e-11
123,EDTXS2,0.005635051700566971,,-28.405051013497427,0.0063917363209246925,,1.3073204469849467e-10
124,ETHAAL,9.798758579792726e-06,,-54.46652496297622,0.28074785880242636,,5.003449169189832e-11
125,F6PA,0.11258719329834736,,-0.10000000000004317,0.17899684254890919,,2.483225071280756e-09
126,FAO1,-2.0199999539727287e-07,,85.19049344445972,-0.6079296027686806,,2.7069456870387357e-11
127,FAO2,-0.06542274824358714,,97.01120373558824,-0.7131350819989514,,2.18302565707362e-11
128,FBA,-2.0199999539727287e-07,,1.7201359380157664,-0.10769209856759954,,1.406029983204402e-09
129,FBP,1.0201999995397272e-05,,-32.15708567881239,0.6299917532640769,,9.329053160128924e-11
130,FMNAT,6.708394881627346e-06,,-16.26031141135592,-0.3688449186117757,,2.1643624650880044e-10
131,FRD2,2.0199999539727287e-07,,-37.51425929154473,-0.46925849103311157,,7.871931301762212e-11
132,FRD3,2.0199999539727287e-07,,-21.559337854177627,-1.114131457441007,,2.0166866254373767e-10
133,FTHFD,1e-05,,-58.13413634161447,-0.8049181938134148,,4.957842606934742e-11
134,G1PACT,0.048300443147716886,,-39.74010299045073,-1.2113350659296407,,7.988477924384094e-11
135,G1PP,1.8469872763033637e-07,,-30.421633504394435,0.812259338704732,,9.864803265637486e-11
136,G3PD2,-84.92093421172312,,42.970590346962084,2.252190438452037,,7.093477666731152e-11
137,G3PD5,1e-05,,-109.86044097693569,-0.383391001484372,,2.517111884790813e-11
138,G3PD7,2.0199999539727287e-07,,-11.208772030009978,0.8681955914556538,,1.7625242099052512e-10
139,G5SADs,4.089665728072475,,-23.072046514459824,-1.5679191303432458,,2.2087981578793768e-10
140,G6PDH2r,18.58230650955695,,-0.09999999999998366,1.4767396186651536,,0.47180138995353665
141,GART,2.0199999539727287e-07,,-13.125824498769367,-0.47952609928933265,,4.5485284351795714e-10
142,GCALDD,0.03354197440813674,,-91.08706517815685,-1.871918756985476,,3.0968920574005876e-11
143,GF6PTA,1e-05,,-12.215747625212776,-0.013234386067392873,,2.5249763039228906e-10
144,GHMT2,0.7946429172059915,,-1.5671325837426737,0.49969203380352145,,1.6766565018258122e-09
145,GLCP,-0.10329928117706112,,29.671936902198105,-0.8848187639061491,,1.0923582332223038e-10
146,GLCS1,1e-05,,-73.76087420864938,0.011044352359103785,,3.793331045321521e-11
147,GLGC,4e-05,,-8.769388861987363,0.42368966397854346,,3.526356018562003e-10
148,GLNS,1.8150342395538268,,-21.448769030909887,0.4563780546406006,,1.5371580288272998e-10
149,GLU5K,-1.8670992627151178e-07,,12.417713473092164,-0.6634377981880404,,2.08742438619453e-10
150,GLUDC,2.019998172849232e-07,,-48.24555395079172,1.6308190798318631,,5.598248018701055e-11
151,GLUDy,-6.491440940846777,,20.236057988553735,2.4412530990505155,,1.8217905016067124e-10
152,GLUN,1e-05,,-30.381724588597873,-0.044088052864907024,,9.356350077647523e-11
153,GLUPRT,0.3301261496802349,,-84.78275712304783,-0.28118444175494184,,3.382766207493104e-11
154,GLUSy,1e-05,,-50.61778271261922,-2.9955981346958427,,6.019704218948068e-11
155,GLXCL,0.01677098720406837,,-24.497772843410562,-0.03934735951549778,,1.1976844924160133e-10
156,GLYATi,2.0199999539727287e-07,,-21.981949976441257,0.862576254940844,,1.4240281364430316e-10
157,GLYCDx,-2.0199999539727287e-07,,1.3390156489083118,-1.666715646996101,,2.7182859853247374e-09
158,GLYCK,0.01677098720406837,,-15.341409254823333,0.635110048044528,,2.133162978170075e-10
159,GLYCL,0.07408858865644646,,-19.959908911640074,-0.7566904383889805,,1.262588572935501e-10
160,GLYCLTDx,2.0199999539727287e-07,,-20.61590427882975,1.7827382123433924,,1.3398144310407878e-10
161,GLYCLTDy,2.0199999539727287e-07,,-60.87363727060509,-2.229177941731026,,4.901542749980874e-11
162,GLYCTO2,44.699103040965554,,-91.95739344893005,-0.10997509769247277,,3.074260640107617e-11
163,GLYCTO3,-2.0199999539727287e-07,,22.649195876686747,0.493004635751075,,1.3337168821071425e-10
164,GLYCTO4,-44.66556046055743,,6.69427500475469,1.0227752109145285,,0.04147250846725843
165,GLYK,0.004327318698640433,,-19.22711255039162,0.23461214684799594,,1.5179354734870007e-10
166,GLYOX,2.0199999539727287e-07,,-56.14395219263812,0.14362770334845637,,5.0779055960460976e-11
167,GMHEPAT,0.016905155101700913,,-22.0523255297338,-0.5762699613589854,,1.681195723413252e-10
168,GMHEPK,0.016905155101700913,,-19.30417105196331,-0.38923692650387115,,1.7204712518597828e-10
169,GMHEPPA,0.016905155101700913,,-22.768467994737776,0.7240848469743928,,1.2306442598104226e-10
170,GMPR,2.0199999539727287e-07,,-19.642342000270112,0.0002672225661560699,,1.5096206883627132e-10
171,GMPS2,2.0199999539727287e-07,,-113.39277864059645,-0.0005802358745970589,,2.3916390113845982e-11
172,GNK,9.999999999999999e-06,,-15.626318770632421,0.033542179490364615,,1.8611229966359443e-10
173,GPDDA2,9.798758579792726e-06,,-17.518298207823165,0.0009296088944060351,,1.8292321328955063e-10
174,GPDDA4,2.0199999539727287e-07,,-30.21017751918238,0.0009574587360046058,,9.609485620938613e-11
175,GSNK,0.18676005322987266,,-28.475563865912353,0.5841446754848358,,1.0568870806345734e-10
176,GSPMDS,1.0000000000065512e-05,,-28.41516785982832,0.13023288095488508,,1.0939171827938433e-10
177,GTPCI,0.03354197440813674,,-107.08755512966194,0.36424122394645236,,2.4131552606873764e-11
