,0
0,3.95413225
1,3.95413225
2,3.95413225
3,3.95413225
4,3.95413225
5,3.95413225
6,3.95413225
7,3.95413225
8,3.95413225
9,3.95413225
10,3.95413225
11,0.010244918555795537
12,3.95413225
13,0.00483924114284424
14,3.95413225
15,3.95413225
16,3.95413225
17,3.95413225
18,3.95413225
19,3.95413225
20,3.95413225
21,3.95413225
22,3.95413225
23,3.95413225
24,3.95413225
25,3.95413225
26,0.003597853719579864
27,3.95413225
28,0.0034171040795498023
29,0.0028925511968177398
30,3.95413225
31,3.95413225
32,3.95413225
33,3.95413225
34,3.95413225
35,0.013222514803984363
36,3.95413225
37,0.0028211072675090477
38,3.95413225
39,3.95413225
40,3.95413225
41,3.95413225
42,3.95413225
43,3.95413225
44,3.95413225
45,3.95413225
46,3.95413225
47,0.0016697706756655228
48,3.95413225
49,3.95413225
50,3.95413225
51,3.95413225
52,0.0015729967683108474
53,3.95413225
54,3.95413225
55,0.061409202264180805
56,0.006807490390451807
57,3.95413225
58,0.005976372135024749
59,0.0007201853245367998
60,0.09424404933567235
61,3.95413225
62,3.95413225
63,3.95413225
64,3.95413225
65,3.95413225
66,3.95413225
67,3.95413225
68,3.95413225
69,3.95413225
70,3.95413225
71,3.95413225
72,3.95413225
73,3.95413225
74,3.95413225
75,3.95413225
76,3.95413225
77,3.95413225
78,3.95413225
79,0.0029231307332734137
80,3.95413225
81,3.95413225
82,3.95413225
83,0.002615130653335243
84,3.95413225
85,3.95413225
86,3.95413225
87,3.95413225
88,3.95413225
89,0.00473913543495042
90,3.95413225
91,3.95413225
92,3.95413225
93,3.95413225
94,3.95413225
95,3.95413225
96,3.95413225
97,3.95413225
98,3.95413225
99,3.95413225
100,3.95413225
101,3.95413225
102,3.95413225
103,3.95413225
104,3.95413225
105,3.95413225
106,3.95413225
107,3.95413225
108,3.95413225
109,3.95413225
110,3.95413225
111,3.95413225
112,3.95413225
113,3.95413225
114,3.95413225
115,3.95413225
116,3.95413225
117,3.95413225
118,3.95413225
119,3.95413225
120,3.95413225
121,3.95413225
122,0.012245760813263862
123,3.95413225
124,3.95413225
125,3.95413225
126,3.95413225
127,3.95413225
128,0.0019661999979793997
129,3.95413225
130,3.95413225
131,3.95413225
132,3.95413225
133,3.95413225
134,3.95413225
135,3.95413225
136,3.95413225
137,3.95413225
138,0.007149097380224762
139,0.000806340487722463
140,0.0026169748668778453
141,0.0008573714318823417
142,3.95413225
143,3.95413225
144,3.95413225
145,3.95413225
146,3.95413225
147,3.95413225
148,3.95413225
149,3.95413225
150,3.95413225
151,3.95413225
152,3.95413225
153,3.95413225
154,3.95413225
155,3.95413225
156,3.95413225
157,3.95413225
158,3.95413225
159,3.95413225
160,3.95413225
161,3.95413225
162,3.95413225
163,3.95413225
164,3.95413225
165,3.95413225
166,3.95413225
167,3.95413225
168,3.95413225
169,3.95413225
170,3.95413225
171,3.95413225
172,3.95413225
173,3.95413225
174,3.95413225
175,3.95413225
176,3.95413225
177,3.95413225
178,3.95413225
179,3.95413225
180,3.95413225
181,3.95413225
182,3.95413225
183,3.95413225
184,3.95413225
185,3.95413225
186,3.95413225
187,3.95413225
188,3.95413225
189,3.95413225
190,3.95413225
191,3.95413225
192,3.95413225
193,3.95413225
194,3.95413225
195,0.0014769278880941686
196,0.030402392176311223
197,3.95413225
198,3.95413225
199,0.004556305871589612
200,0.00518925095088162
201,3.95413225
202,3.95413225
203,0.0016535134786835597
204,3.95413225
205,3.95413225
206,3.95413225
207,3.95413225
208,3.95413225
209,3.95413225
210,3.95413225
211,3.95413225
212,3.95413225
213,3.95413225
214,3.95413225
215,3.95413225
216,3.95413225
217,3.95413225
218,3.95413225
219,3.95413225
220,3.95413225
221,3.95413225
222,3.95413225
223,3.95413225
224,3.95413225
225,3.95413225
226,3.95413225
227,3.95413225
228,3.95413225
229,3.95413225
230,3.95413225
231,3.95413225
232,3.95413225
233,3.95413225
234,3.95413225
235,3.95413225
236,3.95413225
237,3.95413225
238,3.95413225
239,3.95413225
240,3.95413225
241,3.95413225
242,3.95413225
243,3.95413225
244,3.95413225
245,3.95413225
246,3.95413225
247,3.95413225
248,3.95413225
249,3.95413225
250,3.95413225
251,3.95413225
252,3.95413225
253,3.95413225
254,3.95413225
255,3.95413225
