,0
drg_var0,1.0033323824975031
drg_var1,1.00689319120657
drg_var2,1.0086520073611616
drg_var3,1.0032172213342345
drg_var4,1.0158702908955892
drg_var5,1.002630262808099
drg_var6,1.0055251367928992
drg_var7,1.0145021390657096
drg_var8,1.0021426230247001
drg_var9,1.0032941325343454
drg_var10,1.0101656523681077
drg_var11,1.0070547662481952
drg_var12,1.0132034158112113
drg_var13,1.0130810840739646
drg_var14,1.0132056462497545
drg_var15,1.006894393888628
drg_var16,1.0071498154015386
drg_var17,1.0069593809429584
drg_var18,1.0027897723805563
drg_var19,1.0073601833972745
drg_var20,1.0068521048164536
drg_var21,1.0029848733549938
drg_var22,1.0051917374486596
drg_var23,1.0084164041289965
drg_var24,1.0081465338021771
drg_var25,1.0062407885360052
drg_var26,1.0134209174662079
drg_var27,1.0125360600694921
drg_var28,1.0026312869776839
drg_var29,1.0151005440325895
drg_var30,1.011620577712975
drg_var31,1.0102163480031987
drg_var32,1.005693951391496
drg_var33,1.0061422578552521
drg_var34,1.0048702911815839
drg_var35,1.0086873375392094
drg_var36,1.0084704298735527
drg_var37,1.0132592688664486
drg_var38,1.0174260694538546
drg_var39,1.0090104998719494
drg_var40,1.0046047255626718
drg_var41,1.0095318510728526
drg_var42,1.0212855481472098
drg_var43,1.0142702947798805
drg_var44,1.0112468858146546
drg_var45,1.0079908632247265
drg_var46,1.0095928297611927
drg_var47,1.0047110342369416
drg_var48,1.0110033030397019
drg_var49,1.0092851475590623
drg_var50,1.0101730141879341
drg_var51,1.0078812382954678
drg_var52,1.0145061650280887
drg_var53,1.0092392460650463
drg_var54,1.006833677348294
drg_var55,1.005341980808318
drg_var56,1.0097078059283813
drg_var57,1.0042718109219195
drg_var58,1.0072428119195325
drg_var59,1.0101700406509608
drg_var60,1.0010260584196051
drg_var61,1.0103916599595864
drg_var62,1.0053533992759853
drg_var63,1.0024998763992075
drg_var64,1.007004351242996
drg_var65,1.005688652999258
drg_var66,1.0119884733143447
drg_var67,1.0107901576451255
drg_var68,1.0135203070981451
drg_var69,1.0086843750758296
drg_var70,1.008017014261099
drg_var71,1.0080893836282698
drg_var72,1.0146637659641549
drg_var73,1.0122687827958134
drg_var74,1.0149836811461348
drg_var75,1.0030902765823493
drg_var76,1.014876153210551
drg_var77,1.0078754965395231
drg_var78,1.008614325935982
drg_var79,1.0149332949383625
drg_var80,1.00471278518475
drg_var81,1.0126978116010832
drg_var82,1.0142590464959904
drg_var83,1.014464405756943
drg_var84,1.0099815276864446
drg_var85,1.0063785266462018
drg_var86,1.0057060153175397
drg_var87,1.0067881266579102
drg_var88,1.0078907137287956
drg_var89,1.0079107953653452
drg_var90,1.0106287324246315
drg_var91,1.003333686012503
drg_var92,1.0046485184247038
drg_var93,1.0095382151698842
drg_var94,1.0125714917344024
drg_var95,1.0127730445223233
drg_var96,1.0098788526953448
drg_var97,1.0060259043303148
drg_var98,1.0061633721061845
drg_var99,1.0022226843079494
drg_var100,1.0145731580960227
drg_var101,1.0043590683618522
drg_var102,1.0046706583298355
drg_var103,1.0034564010802431
drg_var104,1.0104954225811345
drg_var105,1.0064822009958063
drg_var106,1.0147893323529404
drg_var107,1.0002165356093387
drg_var108,1.008153081657864
drg_var109,1.0123396301068972
drg_var110,1.0077601916410945
drg_var111,1.0083958433160054
drg_var112,1.0086009598255323
drg_var113,1.0075644092033917
drg_var114,1.0113221092380187
drg_var115,1.00477518606662
drg_var116,1.0180748625223053
drg_var117,1.0078477808543849
drg_var118,1.011208911615623
drg_var119,1.0057424220462285
drg_var120,1.0045461815772692
drg_var121,1.0050029265342069
drg_var122,1.0114394399341562
drg_var123,1.0089837988172494
drg_var124,1.0131156525372207
drg_var125,1.0064218196550772
drg_var126,1.0072668408919092
drg_var127,1.0022909364453298
drg_var128,1.0094876325307258
drg_var129,1.008081330996641
drg_var130,1.008033273451705
drg_var131,1.0160451990893182
drg_var132,1.0063524277863185
drg_var133,1.0092429239924996
drg_var134,1.01091974137549
drg_var135,1.0110904726663963
drg_var136,1.0101595101345386
drg_var137,1.0103540849916484
drg_var138,1.0066010573244502
drg_var139,1.0047547948507292
drg_var140,1.0095314363097971
drg_var141,1.011105825665592
drg_var142,1.0089438664285906
