,0,1,2,3,4,5,6,7
0,-0.0045919518314025435,-0.005546175266362513,-0.005480152037436188,-0.0059674052806508405,-0.005968678158500857,-0.00567433425901282,-0.005605643996140324,-0.0046436390098239695
1,-0.007136808788027699,-0.006254918569518995,-0.006652529793832897,-0.006231401850873926,-0.006204635418496905,-0.007469903868008034,-0.0064956123081498065,-0.004321349968024536
2,-0.00018111138681740276,-0.0005093500983868277,-0.0007978138689762241,-0.0008389084785943619,-0.000503875083773731,-0.000776445949320738,-0.0007098081297811453,-0.0014424139228944573
3,0.000674944506560233,0.0008161462252166543,-0.0012436939483699409,0.00038845482964431445,0.0004096054319173222,-0.000287648598981877,0.0004515217694834667,0.008539384482256268
4,0.0006568023582542797,-0.0009873605923276174,-0.000934523723419172,0.0021960844641871957,-0.003494846826721457,0.0012017029516509267,0.0016535669544576537,0.0002399338898685957
5,0.0003782549866833049,0.0006523687682839989,-0.0014205290045135146,8.979337530231624e-05,-0.0003491841227555658,-0.00403486452770495,0.0009120345393709402,-0.0014711275668358927
6,-0.0013472073790225453,-0.0009256411429686816,-0.0018768422174335526,-0.0012940876642913977,-0.0011032218206234073,0.002650938537043279,-0.0024885616440864997,-0.0018623641727991852
7,0.0014661739963165677,0.0011350594723647212,0.0010327454875025583,-0.003371490550093391,0.001680496546894843,0.0003169610720315637,0.0006774572181798315,-8.029961647188318e-05
8,-0.002356586306214857,0.004444639852649963,-0.0010421585817115895,0.00031454679255018034,-0.0003453522208689588,-0.0010785106292164918,0.0007174933493668923,0.004149381672851083
9,-0.0005912677499594452,-0.0004032458616702767,0.00027247971452762376,-0.00042609007848553736,-0.0003233900758913516,-0.005894238239712154,-0.0031768879849754586,-0.0005599972141415727
10,0.000902972764633295,-0.0005221171259928482,0.0021084366281172917,0.0017384911249241064,-7.685788742075836e-05,0.002052877216960495,-0.00025266929354828737,-0.0009015318420540861
11,-0.02730759048422237,0.031159888513247025,0.002536983734762519,-0.027419222387381707,-0.0010574532190213805,-0.0002468968372575289,-0.017127202993055958,0.017634557190475443
12,0.002948482004958341,0.051715429903830185,0.05178675732411159,0.051694730636161555,-0.008539160027226898,0.02648652042369595,0.05166053299103544,0.05155905463628836
13,-0.004084115075187964,0.04944685417596998,-0.0023124438787035773,-0.003206398745092139,0.01030886566395186,0.0961224514311895,-0.0016485961865329883,0.04483466898887495
14,-0.001013926840585349,0.14469591621020952,0.0031342159457160438,0.002301074878755016,0.1535363662067504,0.1531605074631984,0.005210019674956274,0.14819147459274667
15,-0.03672740448290189,0.041847282624248375,-0.015056181790890343,-0.02094910653934841,0.012644535972938867,-0.001429819595788932,-0.043604493875100715,-0.018369770360503714
16,-0.0013491672302683559,0.06391008934503399,0.06403628466633894,0.06387372102318166,-0.0033524640231281056,0.018993563399148775,0.0009305704787977578,0.06364002366246958
17,-0.03880510028065124,-0.04733253817777216,0.006109310789797039,-0.0019147307508494236,-0.08115033345179262,-0.0756033114960043,-0.03710046186457673,0.0004888007849467588
18,-0.011674493548107037,-0.04993324918001736,0.00020614489804670946,0.0028975006522720666,-0.003429195656853513,0.02789692860365608,0.0016909149227928779,-0.05301164789482346
