0	-100.0	100.0
1	-100.0	100.0
2	-100.0	100.0
3	-100.0	100.0
4	0.011282777118530651	0.013948168186595167
5	-99.99774344457626	99.99987499839486
7	-99.98078381874149	100.0
17	0.07414396392305633	0.09165939093985997
19	0.22298501648575378	0.27566196515971364
20	-100.0	99.99999999999999
24	0.0	100.0
26	0.013431877522305872	0.01660496212677133
27	0.0134318775223079	0.01660496212677133
29	-100.0	100.0
30	-100.0	100.0
31	0.0018804628531228218	0.0023246946977479865
32	-100.0	100.0
33	-100.0	100.0
34	0.0626083988694217	0.077398717366064
36	0.13219895631248074	0.16342902614488064
38	0.006769666271257524	0.008368900911909005
40	0.15637633585264155	0.19331795797305715
41	0.1321989563123367	0.1634290261448836
42	-0.16342902614486832	-0.13219895631250722
43	0.007414396392400935	0.009165939093950656
44	-99.98517120721537	100.0
45	-100.0	99.98517120721539
46	-100.0	99.84666168620535
47	-99.98517120721573	100.0
54	0.01450642772409034	0.01793335909691812
55	0.01450642772408628	0.017933359096913036
56	2.686375504461174e-06	3.3209924253542664e-06
63	-1.9593855309613106e-05	1.9593855309613106e-05
64	0.12476041822435491	0.2460105448020471
67	-100.0	100.0
68	-100.0	100.0
70	0.0	99.32797192456343
71	-100.0	-0.6653926977036662
74	0.02417737954012049	0.029888931828342413
75	-100.0	100.0
76	-100.0	100.0
77	0.06260839886942705	0.077398717366064
78	-100.0	100.0
79	-100.0	100.0
80	0.011282777118693188	0.013948168186595167
81	-99.99628796632794	100.0
82	0.0036386956207934418	0.004498284240140649
83	-99.97380139153034	100.0
84	0.0050941738691108185	0.006297597936193
85	0.036386956208218635	0.04498284240142425
90	0.08247172798826163	0.10195446745744796
91	0.11041003323335426	0.13649278868206033
93	0.0017327122003766605	0.0021420401143623646
99	0.03922108236500321	0.048486489410237255
104	-100.0	100.0
108	0.08757584144684927	0.10826435306553606
109	0.09499023783907035	0.11743029215962508
111	5.372751008922348e-06	6.641984850708533e-06
114	0.1104100332332365	0.13649278868206033
116	0.2229850164857469	0.27566196515971364
117	0.07414396392305633	0.09165939093985997
118	-100.0	100.0
119	0.09499023783774713	0.11743029216052686
120	0.09499023783774713	0.11743029216052686
121	0.020067225018323143	0.02480781341739635
122	0.0134318775223079	0.01660496212677133
123	0.013431877522305874	0.01660496212677133
124	0.0	60.663965460316106
125	-60.539218997923705	0.2460105448020471
126	-0.24601054480203288	-0.12476041822435491
127	2.686375504461174e-06	3.3209924253542664e-06
128	0.013431877522305872	0.01660496212677133
129	0.11041003323335426	0.13649278868209902
130	0.11041003323335426	0.13649278868209902
131	-100.0	100.0
132	-100.0	100.0
133	-100.0	100.0
134	1.1773757966834775e-19	0.0023246946977486457
135	0.0	0.0023246946977479865
136	-8.526512829121202e-14	-0.0
137	0.0	-0.0
138	0.0	-0.0
139	0.01343187752230587	0.01660496212677133
140	0.01343187752230586	0.016604962126771317
141	-1.9593855309613106e-05	1.9593855309613106e-05
142	-1.9593855309613106e-05	1.9593855309613106e-05
146	-100.0	99.89925661291977
150	0.002256555423752582	0.0027896336373027797
