,0
0,-11.51292546497023
1,-10.992232623409379
2,-11.656093979735765
3,-9.897661850729143
4,-10.994603856343518
5,-12.846083274936607
6,-11.51292546497023
7,-11.51292546497023
8,-8.758033214778706
9,-5.976047978115807e-17
10,-3.800451229771042
11,-11.51292546497023
12,-7.560758848001484
13,-11.51292546497023
14,-11.51292546497023
15,-4.76754564046086
16,-11.51292546497023
17,-11.14201556236575
18,-11.51292546497023
19,-11.51292546497023
20,-11.51292546497023
21,-11.51292546497023
22,-11.51292547105583
23,-11.51292546497023
24,-11.51292546497023
25,-11.51292546497023
26,-11.51292546497023
27,-11.51292546497023
28,-6.767190973195788
29,-6.766543571476888
30,-11.51292546497023
31,-7.833445400738132
32,-8.523934506198817
33,-11.51292546497023
34,-11.51292546497023
35,-10.960339528921423
36,-10.725593675896974
37,-9.238846145650387
38,-11.51292546497023
39,-9.59800844630559
40,-8.170619600310623
41,-8.864457887370481
42,-10.596242425069203
43,-11.51292546497023
44,-11.07782359385697
45,-4.627529617687095
46,-11.51292546497023
47,-11.512925464970227
48,-11.51292546497023
49,-11.512925473679758
50,-11.51292546497023
51,-10.110006284401251
52,-11.51292546497023
53,-10.716434074258544
54,-11.51292546497023
55,-5.30744690739628
56,-11.51292546497023
57,-11.026831864488699
58,-12.240939791211431
59,-10.66736996571056
60,-9.478808116977458
61,-9.900503679270177
62,-11.51292546497023
63,-11.512925464970227
64,-14.786939011186195
65,-11.51292546497023
66,-8.405621414933954
67,-11.51292546497023
68,-11.51292546497023
69,-11.51292546497023
70,-10.11527368044489
71,-11.015741309682017
72,-11.51292546497023
73,-10.886383727373865
74,-11.51292546497023
75,-9.08889900666661
76,-11.51292546497023
77,-10.840039900485433
78,-11.51292546497023
79,-11.512925464970227
80,-10.264883224924946
81,-11.51292546497023
82,-11.51292546497023
83,-9.804731961037291
84,-7.211165336851334
85,-10.669257013716901
86,-11.415926483299934
87,-11.609924452106807
88,-11.51292546497023
89,-6.781695439495792
90,-11.512925464970227
91,-11.51292546497023
92,-11.512925464970232
93,-11.51292546497023
94,-11.51292546497023
95,-11.51292546497023
96,-11.51292546497023
97,-11.51292546497023
98,-10.311996546766078
99,-11.51292546497023
100,-11.512925467233448
101,-11.51292546497023
102,-11.51292546497023
103,-11.51292546497023
104,-11.51292546497023
105,-11.51292546497023
106,-11.51292546497023
107,-11.51292546497023
108,-11.512925464970227
109,-11.51292546497023
110,-11.51292546497023
111,-11.512925464970227
112,-11.3445655968912
113,-12.39701717214217
114,-11.512925478910716
115,-11.51292546497023
116,-11.51292546497023
117,-11.51292546497023
118,-9.572018818457916
119,-11.51292546497023
120,-6.39700256245164
121,-11.51292546497023
122,-11.51292546497023
123,-10.94051392296464
124,-11.51292546497023
125,-11.512925464970234
126,-10.885818755562337
127,-11.51292546497023
128,-11.512925464970227
129,-11.51292546497023
130,-11.51292546497023
131,-10.601226246917232
132,-11.51292546497023
133,-11.512925464970227
134,-10.361341454045515
135,-11.51292546497023
136,-11.51292546497023
137,-11.51292546497023
138,-11.51292546497023
139,-11.51292546497023
140,-11.51292546497023
141,-11.51292546497023
142,-11.51292546497023
143,-11.51292546497023
144,-11.51292546497023
145,-11.51292546497023
146,-7.151444504622017
147,-11.51292546497023
148,-11.51292546497023
149,-11.51292546497023
150,-11.51292546497023
151,-11.51292546497023
152,-10.19635109931982
153,-11.51292546497023
154,-4.710210354725609
155,-10.238776276065433
156,-11.51292546497023
157,-11.51292546497023
158,-11.51292546497023
159,-11.51292546497023
160,-12.439271995795018
161,-11.51292546497023
162,-11.51292546497023
163,-11.51292546497023
164,-11.51292546497023
165,-11.29577059680668
166,-11.51292546497023
167,-11.778866399898252
168,-11.51292546497023
169,-12.770025807265483
170,-11.51292546497023
171,-11.51292546497023
172,-11.51292546497023
173,-11.114826383692733
