,0
0,5.52071320605268
1,6.8397119437155975
2,5.1827859787900605
3,9.57971309002848
4,6.833385282714553
5,2.7869792699324667
6,5.52071320605268
7,5.52071320605268
8,0.05325626903768322
9,3.1113429894118966e-17
10,0.003240503596243138
11,5.520713206052678
12,0.8476617536496619
13,5.52071320605268
14,5.52071320605268
15,0.7150062524734158
16,5.52071320605268
17,6.4458254543031135
18,5.52071320605268
19,5.52071320605268
20,5.52071320605268
21,5.52071320605268
22,5.520713220643607
23,5.52071320605268
24,5.52071320605268
25,5.52071320605268
26,5.52071320605268
27,5.52071320605268
28,0.036351112896731035
29,0.6008071821221894
30,5.52071320605268
31,1.1507035942647061
32,15.012860005656423
33,5.52071320605268
34,5.52071320605268
35,6.925090038997801
36,3.794363210777175
37,12.319297424546743
38,5.52071320605268
39,11.066508620960505
40,0.03126761433968866
41,2.279689031331999
42,7.937313523707798
43,5.52071320605268
44,0.08988226993123873
45,0.6601872621482933
46,5.52071320605268
47,5.520713206052672
48,5.52071320605268
49,5.520713226934775
50,5.52071320605268
51,9.396726483719947
52,5.52071320605268
53,7.595538349132296
54,5.52071320605268
55,0.13327278035512755
56,5.52071320605268
57,6.7476883531275975
58,3.913184616164498
59,7.734147854395389
60,11.474843546782743
61,1.2097750686080637
62,5.520713206052678
63,5.520713206052672
64,0.09469529136792897
65,5.52071320605268
66,0.5840497232834652
67,5.52071320605268
68,5.52071320605268
69,5.52071320605268
70,9.380257160525208
71,0.7662274644367303
72,5.52071320605268
73,7.125108176073088
74,5.52071320605268
75,1.3305417895897165
76,5.52071320605268
77,0.07240377034526863
78,5.52071320605268
79,5.520713206052672
80,8.91851176946392
81,5.52071320605268
82,5.52071320605268
83,10.375891800920321
84,0.15003467396831915
85,7.728793638175754
86,5.290596243790492
87,5.290596230960505
88,5.52071320605268
89,0.018826652672469968
90,5.520713206052669
91,5.520713206052678
92,5.520713206052675
93,5.520713206052678
94,5.52071320605268
95,5.520713206052678
96,5.52071320605268
97,5.52071320605268
98,8.775516901574047
99,5.52071320605268
100,5.520713211479004
101,5.52071320605268
102,5.520713206052678
103,5.52071320605268
104,5.52071320605268
105,5.52071320605268
106,5.520713206052678
107,5.52071320605268
108,5.520713206052672
109,5.52071320605268
110,5.52071320605268
111,5.520713206052672
112,5.931754117558052
113,0.40271957929966556
114,5.520713239476604
115,5.52071320605268
116,5.52071320605268
117,5.52071320605268
118,11.154908563943858
119,5.52071320605268
120,0.4091720639535613
121,5.520713206052678
122,5.52071320605268
123,6.978430279049602
124,5.52071320605268
125,5.5207132060526884
126,7.12664713796094
127,5.52071320605268
128,5.520713206052672
129,5.52071320605268
130,5.52071320605268
131,7.922992134468634
132,5.52071320605268
133,5.520713206052672
134,8.62698793102901
135,5.52071320605268
136,5.52071320605268
137,5.52071320605268
138,5.52071320605268
139,5.52071320605268
140,5.52071320605268
141,5.52071320605268
142,5.52071320605268
143,5.52071320605268
144,5.52071320605268
145,5.52071320605268
146,0.3329473894076302
147,5.52071320605268
148,5.52071320605268
149,5.52071320605268
150,5.52071320605268
151,5.52071320605268
152,0.17156985313001336
153,5.52071320605268
154,0.4797563460439933
155,8.998247261113427
156,5.52071320605268
157,5.52071320605268
158,5.52071320605268
159,5.52071320605268
160,0.6461270494851744
161,5.52071320605268
162,5.52071320605268
163,5.52071320605268
164,5.52071320605268
165,6.053642642900092
166,5.52071320605268
167,0.1488747098583734
168,5.52071320605268
169,2.91805072017404
170,5.52071320605268
171,5.52071320605268
172,5.520713206052678
173,6.516457556674036
174,5.520713206052678
175,5.52071320605268
176,0.0784831093534019
177,5.52071320605268
178,5.52071320605268
179,5.520713206052672
180,2.620952499808728
181,0.30535064188635286
182,0.7266784103487801
183,5.52071320605268
184,5.520713206052672
185,0.07177150863491001
186,5.520713206052669
187,5.52071320605268
188,5.52071320605268
189,5.52071320605268
190,5.520713206052672
191,5.52071320605268
192,2.033426523213074
193,5.52071320605268
194,5.52071320605268
195,5.520713206052672
196,5.520713263999514
197,5.520713219158719
198,5.52071320605268
199,5.52071320605268
200,0.5240208567958412
201,5.52071320605268
202,5.520713206052672
203,5.52071320605268
204,5.52071320605268
205,5.520713228457683
206,5.52071320605268
207,5.52071320605268
208,5.52071320605268
209,5.52071320605268
210,5.52071320605268
211,5.52071320605268
212,5.52071320605268
213,5.52071320605268
214,5.52071320605268
215,5.52071320605268
216,5.52071320605268
217,5.520713206052678
218,5.52071320605268
219,5.52071320605268
220,5.420047567632563
221,5.520713206052678
222,5.52071320605268
223,5.52071320605268
224,5.520713206052678
225,5.52071320605268
226,0.48144997166045944
227,2.788035816424079
228,4.319126944177334
229,9.939177426174984
230,5.52071320605268
231,5.52071320605268
232,5.520713206052669
233,0.9166511469629351
234,7.76213166480945
235,5.520713206052672
236,5.520713223032271
237,5.520713206052672
238,5.52071320605268
239,5.52071320605268
240,1.5346411603201633
241,0.34403023705786057
242,5.52071320605268
243,5.520713206052672
244,5.520713206052672
245,5.158527576667696
