,0
0,-19.76516954702811
1,-19.769028678673635
2,2.630066291313824
3,19.524086629776775
4,-26.794285458977583
5,-22.046287848874954
6,10.992697516088738
7,-4.485409692274288
8,11.257179929562316
9,16.647184718328788
10,-3.907985046680551e-14
11,13.918263762879633
12,-41.52938561935355
13,8.353566215897445
14,-1.6420191251831966
15,-30.98832261646794
16,10.541063002885949
17,-3.477534853132834
18,-7.7872956315495685
19,0.3575448903347933
20,-28.18345520715752
21,-40.82416119678224
22,8.561202715375202
23,-23.558571875252255
24,3629.0811094524443
25,-3.480301878265845
26,0.0
27,-3.388160861878532
28,-40.0946758929324
29,4.484356708540872
30,-6.941137936712536
31,-57.65073154806772
32,-3.4798655348961773
33,-3.80119597174712
34,-46.9182249232251
35,-17.953120953312563
36,-73.62309223132797
37,-1.1178355568640654
38,-0.9543777787816907
39,-35.94044086352954
40,-1.4921095777554
41,-10.32693859206961
42,5.624488182078949
43,244.93777355779906
44,-25.6834006567085
45,628.6106586438668
46,386.0000000000019
47,-69.47599301264933
48,307.59237734971236
49,418.24813291385493
50,361.8941434212031
51,0.0
52,155.26726048052365
53,303.40258666356306
54,-82.94244043404814
55,-16.399999999865035
56,1057.9002110162612
57,344.6245424906363
58,516.3909239659306
59,23.72166197883871
60,-11.223153069439604
61,-3.478831431427329
62,14.474289521885218
63,73.62309223132797
64,-3.4237627901298993
65,-8.270478550510461
66,-0.35127952342031676
67,-45.37552660708556
68,-16.487815250226504
69,31.87243810973473
70,-14.500507366240868
71,-46.37294547597571
72,-3.5924590463864163
73,10.287282137732916
74,-3.375077994860476e-14
75,5.374885081988111
76,9.620650752800543
77,19.217384903826712
78,-40.078289241630046
79,25.088331956593493
80,12.070823084226845
81,12.036624127322398
82,-76.49070124009539
83,0.034198956904447186
84,-14.611482262013674
85,0.0
86,-34.25804282326612
87,0.0
88,0.0
89,-14.47275
