,rxn,lb,ub,width_metabolome,width_no_metabolome,source
139,DNMPPA,0.0335419691141254,0.0350939904176281,0.0015520213035026958,0.0015492192026750964,metabolome
140,DNTPPA,0.0335419691141272,0.0350939904176281,0.0015520213035008987,0.0015520213035232003,metabolome
141,DPCOAK,-4.141090869280717e-05,4.141090869280717e-05,8.282181738561434e-05,8.282181738561434e-05,metabolome
142,DPR,-4.141090869280717e-05,4.141090869280717e-05,8.282181738561434e-05,8.282181738561434e-05,metabolome
143,DRPA,-100.0,99.7660922369496,199.7660922369496,199.77643673829886,metabolome
144,DTMPK,-99.9826635687338,100.0,199.9826635687338,199.98343026725757,metabolome
145,DURIK1,-99.76446829288192,100.0,199.76446829288193,200.0,metabolome
146,DURIPP,-100.0,99.76446829288064,199.76446829288062,199.21762145754934,metabolome
147,DUTPDP,-100.0,100.0,200.0,200.0,metabolome
148,EDA,0.0,100.0,200.0,100.0,no_metabolome
149,EDD,0.0,100.0,200.0,100.0,no_metabolome
150,EDTXS1,0.0056350508111679,0.0058957903902148,0.0002607395790469001,0.00026073957899189985,metabolome
151,EDTXS2,0.0056350508111679,0.0058957903901598,0.00026073957899189985,0.00026073957899189985,metabolome
152,ENO,0.0,100.0,100.0,200.0,metabolome
153,ETHAAL,-100.0,99.91847666026032,199.91847666026032,199.5919894501418,metabolome
154,F6PA,-100.0,100.0,200.0,200.0,metabolome
155,FAO1,-100.0,99.9907303414156,199.9907303414156,199.99073034141566,metabolome
156,FAO2,-100.0,99.93457706008228,199.9345770600823,199.933816555843,metabolome
157,FBA,-100.0,100.0,200.0,200.0,metabolome
158,FBP,0.0,99.95187318593752,99.95187318593752,100.0,metabolome
159,FMNAT,-7.018798083747271e-06,7.018798083747271e-06,1.4037596167494541e-05,3.1040426092704476e-07,metabolome
160,FRD2,-100.0,100.0,200.0,200.0,metabolome
161,FRD3,-100.0,100.0,200.0,200.0,metabolome
162,FRUK,0.0,0.0,0.0,0.0,metabolome
163,FTHFD,0.0,100.0,100.0,100.0,metabolome
164,fum,-92.75497643718955,100.0,192.75497643718955,200.0,metabolome
165,G1PACT,0.0483004355241751,0.0505353462014372,0.0022349106772621002,0.0022349106772621002,metabolome
166,G1PP,-91.43501576180232,91.06344965783428,182.4984654196366,199.53800658337684,metabolome
